Date,MMWR_week,Location,Estimate_child,Estimate_adult
11/16/2024,11,MA,17.3632,27.1
11/23/2024,12,MA,17.3632,27.1
11/30/2024,13,MA,19.2994,28.9
12/7/2024,14,MA,19.4119,30.7
12/14/2024,15,MA,19.4119,30.9
12/21/2024,16,MA,21.4063,33.0
12/28/2024,17,MA,21.4063,33.3
1/4/2025,18,MA,21.4063,33.7
1/11/2025,19,MA,21.4063,33.8
1/18/2025,20,MA,22.6664,34.5
1/25/2025,21,MA,22.9063,34.7
2/1/2025,22,MA,23.1462,35.0
2/8/2025,23,MA,23.1462,35.0
2/15/2025,24,MA,23.1462,36.1
2/22/2025,25,MA,23.6298,36.1
3/1/2025,26,MA,24.1134,36.1
3/8/2025,27,MA,24.1134,36.1
3/15/2025,28,MA,24.1134,36.1
3/22/2025,29,MA,24.1134,36.1
3/29/2025,30,MA,24.2329,36.4
4/5/2025,31,MA,24.3524,36.7
4/12/2025,32,MA,24.3524,37.1
4/19/2025,33,MA,24.3524,37.2
4/26/2025,34,MA,24.8856,37.2
5/3/2025,35,MA,25.4189,
5/10/2025,36,MA,25.4189,
5/17/2025,37,MA,25.4189,
5/24/2025,38,MA,25.4189,
5/31/2025,39,MA,25.4189,
6/7/2025,40,MA,25.4189,
6/14/2025,41,MA,25.4189,
6/21/2025,42,MA,25.4189,
6/28/2025,43,MA,25.4189,
10/4/2025,1,MA,3.6707,
10/11/2025,2,MA,5.5722,11.6
10/18/2025,3,MA,5.5722,19.2
10/25/2025,4,MA,9.0294,20.3
11/1/2025,5,MA,12.4867,21.4
11/8/2025,6,MA,13.0403,21.9
11/15/2025,7,MA,15.0903,21.9
11/22/2025,8,MA,15.147,21.9
11/29/2025,9,MA,15.9654,25.4
12/6/2025,10,MA,16.7838,28.3
12/13/2025,11,MA,16.7838,28.3
12/20/2025,12,MA,16.7838,28.3
12/27/2025,13,MA,18.3761,30.0
9/30/2023,1,MD,1.2007,3.1
10/7/2023,2,MD,3.3091,9.8
10/14/2023,3,MD,3.3163,9.8
10/21/2023,4,MD,3.3202,11.8
10/28/2023,5,MD,3.8932,13.8
11/4/2023,6,MD,12.72,15.8
11/11/2023,7,MD,12.72,17.8
11/18/2023,8,MD,12.72,20.9
11/25/2023,9,MD,12.72,21.1
12/2/2023,10,MD,17.4673,21.3
12/9/2023,11,MD,17.4673,22.6
12/16/2023,12,MD,17.4673,23.7
12/23/2023,13,MD,17.9851,23.7
12/30/2023,14,MD,17.9851,24.1
1/6/2024,15,MD,19.831,24.5
1/13/2024,16,MD,19.831,25.5
1/20/2024,17,MD,20.5772,26.2
1/27/2024,18,MD,20.5772,26.2
2/3/2024,19,MD,21.4449,26.2
2/10/2024,20,MD,21.4449,27.1
2/17/2024,21,MD,21.9566,27.1
2/24/2024,22,MD,21.9566,27.1
3/2/2024,23,MD,22.6186,27.1
3/9/2024,24,MD,22.8148,27.2
3/16/2024,25,MD,22.8148,27.8
3/23/2024,26,MD,22.8148,27.8
3/30/2024,27,MD,22.8148,27.8
4/6/2024,28,MD,23.2728,27.8
4/13/2024,29,MD,23.2728,27.8
4/20/2024,30,MD,23.2728,27.8
4/27/2024,31,MD,23.2728,28.0
5/4/2024,32,MD,23.8412,28.1
5/11/2024,33,MD,23.8412,28.1
5/18/2024,34,MD,23.8412,28.1
5/25/2024,35,MD,23.8412,28.4
6/1/2024,36,MD,23.8412,28.8
6/8/2024,37,MD,23.8412,28.8
6/15/2024,38,MD,23.8412,28.8
6/22/2024,39,MD,23.8412,29.0
6/30/2024,40,MD,23.8412,29.1
7/6/2024,41,MD,,29.2
7/13/2024,42,MD,,29.2
7/20/2024,43,MD,,29.2
7/27/2024,44,MD,,29.2
8/3/2024,45,MD,,29.3
8/10/2024,46,MD,,29.3
8/17/2024,47,MD,,29.3
9/7/2024,1,MD,,1.4
9/14/2024,2,MD,,4.8
9/21/2024,3,MD,,4.8
9/28/2024,4,MD,,7.6
10/5/2024,5,MD,6.1219,10.3
10/12/2024,6,MD,8.6178,14.3
10/19/2024,7,MD,8.6178,14.3
10/26/2024,8,MD,11.7544,16.8
11/2/2024,9,MD,14.891,19.3
11/9/2024,10,MD,16.0843,21.2
11/16/2024,11,MD,17.2248,24.7
11/23/2024,12,MD,17.2248,24.7
11/30/2024,13,MD,17.8255,24.7
12/7/2024,14,MD,18.4261,24.7
12/14/2024,15,MD,18.4261,26.9
12/21/2024,16,MD,18.4261,26.9
12/28/2024,17,MD,19.452,26.9
1/4/2025,18,MD,20.4778,26.9
1/11/2025,19,MD,20.4778,26.9
1/18/2025,20,MD,20.9597,26.9
1/25/2025,21,MD,20.9597,27.7
2/1/2025,22,MD,20.9597,28.6
2/8/2025,23,MD,20.9597,28.6
2/15/2025,24,MD,20.9597,28.6
2/22/2025,25,MD,21.2904,29.2
3/1/2025,26,MD,21.621,29.8
3/8/2025,27,MD,21.621,29.8
3/15/2025,28,MD,21.621,29.9
3/22/2025,29,MD,21.621,29.9
3/29/2025,30,MD,21.8993,30.1
4/5/2025,31,MD,22.1776,30.4
4/12/2025,32,MD,22.1776,30.4
4/19/2025,33,MD,22.1776,30.9
4/26/2025,34,MD,22.9812,30.9
5/3/2025,35,MD,23.7848,
5/10/2025,36,MD,23.7848,
5/17/2025,37,MD,23.7848,
5/24/2025,38,MD,23.7848,
5/31/2025,39,MD,23.9961,
6/7/2025,40,MD,24.2074,
6/14/2025,41,MD,24.2074,
6/21/2025,42,MD,24.2074,
6/28/2025,43,MD,24.2074,
10/4/2025,1,MD,1.4773,
10/11/2025,2,MD,2.9605,6.0
10/18/2025,3,MD,5.7203,11.5
10/25/2025,4,MD,7.4795,13.8
11/1/2025,5,MD,9.2387,15.0
11/8/2025,6,MD,9.2387,15.0
11/15/2025,7,MD,9.2387,15.3
11/22/2025,8,MD,10.8298,15.3
11/29/2025,9,MD,11.8881,17.1
12/6/2025,10,MD,12.9464,18.8
12/13/2025,11,MD,12.9464,19.4
12/20/2025,12,MD,12.9464,20.4
12/27/2025,13,MD,13.3383,20.9
9/30/2023,1,ME,0,4.1
10/7/2023,2,ME,2.8264,6.5
10/14/2023,3,ME,2.8264,7.6
10/21/2023,4,ME,2.8264,15.2
10/28/2023,5,ME,2.8264,16.3
11/4/2023,6,ME,9.1077,17.3
11/11/2023,7,ME,9.3684,20.1
11/18/2023,8,ME,9.9192,21.8
11/25/2023,9,ME,9.9192,22.1
12/2/2023,10,ME,15.4629,22.4
12/9/2023,11,ME,15.4629,24.1
12/16/2023,12,ME,15.9563,24.1
12/23/2023,13,ME,15.9563,25.0
12/30/2023,14,ME,15.9563,26.4
1/6/2024,15,ME,17.7796,27.6
1/13/2024,16,ME,17.7796,27.6
1/20/2024,17,ME,18.6465,27.6
1/27/2024,18,ME,18.6465,27.6
2/3/2024,19,ME,19.1877,27.6
2/10/2024,20,ME,19.1877,28.5
2/17/2024,21,ME,19.1877,28.5
2/24/2024,22,ME,19.1877,28.5
3/2/2024,23,ME,20.5473,28.5
3/9/2024,24,ME,20.5473,28.8
3/16/2024,25,ME,20.5473,29.1
3/23/2024,26,ME,20.6661,29.2
3/30/2024,27,ME,20.6661,29.2
4/6/2024,28,ME,20.7374,29.2
4/13/2024,29,ME,20.7374,29.2
4/20/2024,30,ME,21.1256,29.9
4/27/2024,31,ME,21.1256,30.0
5/4/2024,32,ME,21.6886,30.0
5/11/2024,33,ME,21.6886,30.0
5/18/2024,34,ME,21.6886,30.0
5/25/2024,35,ME,21.6886,30.2
6/1/2024,36,ME,22.2247,30.4
6/8/2024,37,ME,22.3537,30.4
6/15/2024,38,ME,22.3537,30.4
6/22/2024,39,ME,22.3537,30.4
6/30/2024,40,ME,22.3537,30.5
7/6/2024,41,ME,,30.5
7/13/2024,42,ME,,30.5
7/20/2024,43,ME,,30.7
7/27/2024,44,ME,,30.8
8/3/2024,45,ME,,31.0
8/10/2024,46,ME,,31.0
8/17/2024,47,ME,,31.0
9/7/2024,1,ME,,2.7
9/14/2024,2,ME,,5.5
9/21/2024,3,ME,,7.5
9/28/2024,4,ME,,10.7
10/5/2024,5,ME,5.0188,13.8
10/12/2024,6,ME,5.0188,14.2
10/19/2024,7,ME,5.5143,19.5
10/26/2024,8,ME,8.2279,21.1
11/2/2024,9,ME,10.9416,22.8
11/9/2024,10,ME,13.0652,23.9
11/16/2024,11,ME,13.3312,25.9
11/23/2024,12,ME,15.0052,25.9
11/30/2024,13,ME,15.0551,27.6
12/7/2024,14,ME,15.0551,29.2
12/14/2024,15,ME,15.0551,29.7
12/21/2024,16,ME,15.0551,30.1
12/28/2024,17,ME,15.6343,30.1
1/4/2025,18,ME,16.2136,30.1
1/11/2025,19,ME,16.2136,31.0
1/18/2025,20,ME,16.2136,31.1
1/25/2025,21,ME,16.5118,31.4
2/1/2025,22,ME,16.81,31.7
2/8/2025,23,ME,16.81,31.7
2/15/2025,24,ME,16.81,32.5
2/22/2025,25,ME,17.1522,32.5
3/1/2025,26,ME,17.4944,32.5
3/8/2025,27,ME,17.4944,32.5
3/15/2025,28,ME,17.4944,32.5
3/22/2025,29,ME,17.4944,33.4
3/29/2025,30,ME,18.0382,33.5
4/5/2025,31,ME,18.5819,33.5
4/12/2025,32,ME,18.5819,33.5
4/19/2025,33,ME,18.5819,34.5
4/26/2025,34,ME,18.6182,37.1
5/3/2025,35,ME,18.6546,
5/10/2025,36,ME,18.6546,
5/17/2025,37,ME,18.6546,
5/24/2025,38,ME,18.6546,
5/31/2025,39,ME,18.6546,
6/7/2025,40,ME,18.6546,
6/14/2025,41,ME,18.6546,
6/21/2025,42,ME,18.6546,
6/28/2025,43,ME,18.6546,
10/4/2025,1,ME,2.0532,
10/11/2025,2,ME,2.0532,12.1
10/18/2025,3,ME,2.0532,15.3
10/25/2025,4,ME,4.4889,17.4
11/1/2025,5,ME,6.9247,19.5
11/8/2025,6,ME,7.4858,22.2
11/15/2025,7,ME,7.4858,22.2
11/22/2025,8,ME,7.4858,23.1
11/29/2025,9,ME,8.7384,24.2
12/6/2025,10,ME,9.9909,25.4
12/13/2025,11,ME,9.9909,25.7
12/20/2025,12,ME,9.9909,27.7
12/27/2025,13,ME,10.4836,27.7
9/30/2023,1,MI,0,4.0
10/7/2023,2,MI,1.3089,4.0
10/14/2023,3,MI,1.3386,6.8
10/21/2023,4,MI,1.3652,10.9
10/28/2023,5,MI,1.3652,13.4
11/4/2023,6,MI,6.4153,15.0
11/11/2023,7,MI,6.4153,15.0
11/18/2023,8,MI,6.4833,15.0
11/25/2023,9,MI,6.4833,16.6
12/2/2023,10,MI,8.387,18.2
12/9/2023,11,MI,8.387,18.2
12/16/2023,12,MI,8.387,19.6
12/23/2023,13,MI,8.387,21.3
12/30/2023,14,MI,8.387,21.3
1/6/2024,15,MI,10.2009,21.3
1/13/2024,16,MI,10.2203,21.3
1/20/2024,17,MI,10.2203,21.7
1/27/2024,18,MI,10.2203,21.7
2/3/2024,19,MI,11.4546,21.7
2/10/2024,20,MI,11.4546,21.7
2/17/2024,21,MI,11.5722,21.9
2/24/2024,22,MI,11.5722,22.2
3/2/2024,23,MI,12.804,22.5
3/9/2024,24,MI,12.804,22.5
3/16/2024,25,MI,12.804,22.5
3/23/2024,26,MI,12.804,22.5
3/30/2024,27,MI,12.804,22.9
4/6/2024,28,MI,13.5463,23.2
4/13/2024,29,MI,13.5463,23.2
4/20/2024,30,MI,13.5463,23.2
4/27/2024,31,MI,13.5463,23.3
5/4/2024,32,MI,13.6702,23.4
5/11/2024,33,MI,13.6702,23.4
5/18/2024,34,MI,13.6702,23.4
5/25/2024,35,MI,13.6702,23.6
6/1/2024,36,MI,15.1042,23.7
6/8/2024,37,MI,15.1042,23.7
6/15/2024,38,MI,15.1042,23.7
6/22/2024,39,MI,15.1042,23.7
6/30/2024,40,MI,15.1042,24.0
7/6/2024,41,MI,,24.3
7/13/2024,42,MI,,24.3
7/20/2024,43,MI,,24.3
7/27/2024,44,MI,,24.3
8/3/2024,45,MI,,24.3
8/10/2024,46,MI,,24.3
8/17/2024,47,MI,,24.3
9/7/2024,1,MI,,2.4
9/14/2024,2,MI,,3.1
9/21/2024,3,MI,,7.8
9/28/2024,4,MI,,7.9
10/5/2024,5,MI,2.4953,8.0
10/12/2024,6,MI,2.4953,9.1
10/19/2024,7,MI,9.137,12.7
10/26/2024,8,MI,9.137,13.4
11/2/2024,9,MI,9.137,14.2
11/9/2024,10,MI,9.137,18.5
11/16/2024,11,MI,9.137,18.5
11/23/2024,12,MI,9.137,18.5
11/30/2024,13,MI,10.5495,20.4
12/7/2024,14,MI,11.9621,20.4
12/14/2024,15,MI,11.9621,20.4
12/21/2024,16,MI,11.9621,20.4
12/28/2024,17,MI,12.605,21.3
1/4/2025,18,MI,12.9265,22.1
1/11/2025,19,MI,13.248,22.1
1/18/2025,20,MI,13.248,22.1
1/25/2025,21,MI,13.474,22.8
2/1/2025,22,MI,13.7,23.4
2/8/2025,23,MI,13.7,23.4
2/15/2025,24,MI,13.7,23.4
2/22/2025,25,MI,13.9192,24.1
3/1/2025,26,MI,14.1384,24.9
3/8/2025,27,MI,14.1384,24.9
3/15/2025,28,MI,14.1384,24.9
3/22/2025,29,MI,14.1384,26.1
3/29/2025,30,MI,14.4352,26.1
4/5/2025,31,MI,14.732,26.1
4/12/2025,32,MI,14.732,26.1
4/19/2025,33,MI,14.732,26.1
4/26/2025,34,MI,14.827,26.1
5/3/2025,35,MI,14.922,
5/10/2025,36,MI,14.922,
5/17/2025,37,MI,14.922,
5/24/2025,38,MI,14.922,
5/31/2025,39,MI,15.2051,
6/7/2025,40,MI,15.2051,
6/14/2025,41,MI,15.2051,
6/21/2025,42,MI,15.2051,
6/28/2025,43,MI,15.2051,
10/4/2025,1,MI,1.4655,
10/11/2025,2,MI,1.4655,7.4
10/18/2025,3,MI,3.686,8.3
10/25/2025,4,MI,4.6561,11.9
11/1/2025,5,MI,5.6262,15.5
11/8/2025,6,MI,5.6262,15.5
11/15/2025,7,MI,6.2386,15.5
11/22/2025,8,MI,7.5983,16.1
11/29/2025,9,MI,7.5983,16.8
12/6/2025,10,MI,7.5983,17.2
12/13/2025,11,MI,7.5983,17.2
12/20/2025,12,MI,7.5983,18.4
12/27/2025,13,MI,8.1842,19.1
9/30/2023,1,MN,0,3.8
10/7/2023,2,MN,6.587,7.9
10/14/2023,3,MN,7.2898,9.8
10/21/2023,4,MN,14.2237,13.8
10/28/2023,5,MN,14.781,16.6
11/4/2023,6,MN,14.781,19.4
11/11/2023,7,MN,16.61,22.2
11/18/2023,8,MN,16.61,22.2
11/25/2023,9,MN,16.61,23.9
12/2/2023,10,MN,16.7569,25.6
12/9/2023,11,MN,17.2383,27.4
12/16/2023,12,MN,17.2491,27.7
12/23/2023,13,MN,17.2491,27.7
12/30/2023,14,MN,17.2491,28.6
1/6/2024,15,MN,20.0081,29.4
1/13/2024,16,MN,20.0081,29.7
1/20/2024,17,MN,20.1178,30.8
1/27/2024,18,MN,20.1178,31.0
2/3/2024,19,MN,21.743,31.2
2/10/2024,20,MN,21.743,31.4
2/17/2024,21,MN,21.743,32.0
2/24/2024,22,MN,21.743,32.2
3/2/2024,23,MN,23.5921,32.4
3/9/2024,24,MN,23.5921,33.2
3/16/2024,25,MN,23.5921,33.2
3/23/2024,26,MN,23.5921,33.2
3/30/2024,27,MN,23.5921,33.3
4/6/2024,28,MN,24.4564,33.5
4/13/2024,29,MN,24.4564,33.5
4/20/2024,30,MN,24.4564,33.5
4/27/2024,31,MN,24.4564,33.7
5/4/2024,32,MN,26.532,33.9
5/11/2024,33,MN,26.532,33.9
5/18/2024,34,MN,26.532,34.3
5/25/2024,35,MN,26.532,34.4
6/1/2024,36,MN,27.3475,34.6
6/8/2024,37,MN,27.3475,34.6
6/15/2024,38,MN,27.3475,34.6
6/22/2024,39,MN,27.3475,34.8
6/30/2024,40,MN,27.3475,34.8
7/6/2024,41,MN,,34.8
7/13/2024,42,MN,,34.8
7/20/2024,43,MN,,34.8
7/27/2024,44,MN,,34.9
8/3/2024,45,MN,,35.0
8/10/2024,46,MN,,35.0
8/17/2024,47,MN,,35.1
9/7/2024,1,MN,,2.2
9/14/2024,2,MN,,3.1
9/21/2024,3,MN,,10.7
9/28/2024,4,MN,,11.9
10/5/2024,5,MN,7.1308,13.0
10/12/2024,6,MN,7.2841,18.6
10/19/2024,7,MN,14.935,20.9
10/26/2024,8,MN,14.935,22.0
11/2/2024,9,MN,14.935,23.1
11/9/2024,10,MN,14.935,25.5
11/16/2024,11,MN,16.2667,26.4
11/23/2024,12,MN,16.6313,28.5
11/30/2024,13,MN,18.2118,29.6
12/7/2024,14,MN,19.7923,30.7
12/14/2024,15,MN,19.7923,32.0
12/21/2024,16,MN,19.7923,32.1
12/28/2024,17,MN,21.0926,33.0
1/4/2025,18,MN,22.3928,33.9
1/11/2025,19,MN,22.3928,34.5
1/18/2025,20,MN,23.7079,34.6
1/25/2025,21,MN,23.7079,34.9
2/1/2025,22,MN,23.7079,35.2
2/8/2025,23,MN,23.7079,35.7
2/15/2025,24,MN,23.7079,35.8
2/22/2025,25,MN,23.9553,36.1
3/1/2025,26,MN,24.2028,36.4
3/8/2025,27,MN,24.2028,36.4
3/15/2025,28,MN,24.2028,36.4
3/22/2025,29,MN,24.2028,36.7
3/29/2025,30,MN,24.6935,36.7
4/5/2025,31,MN,25.1841,36.7
4/12/2025,32,MN,25.1841,36.7
4/19/2025,33,MN,25.1841,36.7
4/26/2025,34,MN,25.5771,36.7
5/3/2025,35,MN,25.9701,
5/10/2025,36,MN,25.9701,
5/17/2025,37,MN,25.9701,
5/24/2025,38,MN,25.9701,
5/31/2025,39,MN,25.9701,
6/7/2025,40,MN,25.9701,
6/14/2025,41,MN,25.9701,
6/21/2025,42,MN,25.9701,
6/28/2025,43,MN,25.9701,
10/4/2025,1,MN,2.919,
10/11/2025,2,MN,3.769,10.3
10/18/2025,3,MN,3.769,10.3
10/25/2025,4,MN,7.2364,14.4
11/1/2025,5,MN,10.7038,18.4
11/8/2025,6,MN,10.7038,20.0
11/15/2025,7,MN,10.7038,20.0
11/22/2025,8,MN,13.2245,22.5
11/29/2025,9,MN,15.4567,24.0
12/6/2025,10,MN,17.6888,25.5
12/13/2025,11,MN,17.6888,25.5
12/20/2025,12,MN,17.6888,29.2
12/27/2025,13,MN,19.218,29.2
9/30/2023,1,MO,0,4.9
10/7/2023,2,MO,1.6686,5.5
10/14/2023,3,MO,4.1647,7.1
10/21/2023,4,MO,4.8159,9.0
10/28/2023,5,MO,4.8159,11.7
11/4/2023,6,MO,5.7592,12.4
11/11/2023,7,MO,5.7592,12.4
11/18/2023,8,MO,6.205,12.4
11/25/2023,9,MO,6.205,14.6
12/2/2023,10,MO,8.5901,16.7
12/9/2023,11,MO,8.5901,16.7
12/16/2023,12,MO,8.5901,16.7
12/23/2023,13,MO,8.5901,18.9
12/30/2023,14,MO,8.5901,18.9
1/6/2024,15,MO,10.538,18.9
1/13/2024,16,MO,10.538,19.7
1/20/2024,17,MO,10.538,19.7
1/27/2024,18,MO,10.538,20.0
2/3/2024,19,MO,10.538,20.2
2/10/2024,20,MO,10.538,20.2
2/17/2024,21,MO,10.538,20.2
2/24/2024,22,MO,10.538,20.6
3/2/2024,23,MO,11.2816,20.9
3/9/2024,24,MO,11.2816,20.9
3/16/2024,25,MO,11.2816,20.9
3/23/2024,26,MO,11.2816,21.2
3/30/2024,27,MO,11.2816,21.2
4/6/2024,28,MO,11.7629,21.2
4/13/2024,29,MO,11.7629,21.2
4/20/2024,30,MO,11.8369,21.2
4/27/2024,31,MO,11.8369,21.6
5/4/2024,32,MO,11.8369,21.9
5/11/2024,33,MO,11.8369,21.9
5/18/2024,34,MO,11.8369,22.0
5/25/2024,35,MO,11.8369,22.0
6/1/2024,36,MO,11.8369,22.0
6/8/2024,37,MO,11.8369,22.0
6/15/2024,38,MO,11.8369,22.0
6/22/2024,39,MO,11.8369,22.0
6/30/2024,40,MO,11.8369,22.4
7/6/2024,41,MO,,22.8
7/13/2024,42,MO,,22.8
7/20/2024,43,MO,,22.8
7/27/2024,44,MO,,22.8
8/3/2024,45,MO,,22.8
8/10/2024,46,MO,,22.8
8/17/2024,47,MO,,22.8
9/7/2024,1,MO,,0.6
9/14/2024,2,MO,,1.7
9/21/2024,3,MO,,5.3
9/28/2024,4,MO,,7.4
10/5/2024,5,MO,2.1713,8.9
10/12/2024,6,MO,2.1713,8.9
10/19/2024,7,MO,6.3402,11.9
10/26/2024,8,MO,6.3402,12.7
11/2/2024,9,MO,6.3402,13.6
11/9/2024,10,MO,6.3402,13.9
11/16/2024,11,MO,6.3402,15.8
11/23/2024,12,MO,6.3402,18.7
11/30/2024,13,MO,8.6732,18.7
12/7/2024,14,MO,9.237,18.7
12/14/2024,15,MO,9.237,18.7
12/21/2024,16,MO,9.5425,19.0
12/28/2024,17,MO,10.0695,19.1
1/4/2025,18,MO,10.5964,19.3
1/11/2025,19,MO,10.5964,19.6
1/18/2025,20,MO,10.5964,19.7
1/25/2025,21,MO,10.7326,19.7
2/1/2025,22,MO,10.8688,19.7
2/8/2025,23,MO,10.8688,19.7
2/15/2025,24,MO,10.8688,19.7
2/22/2025,25,MO,11.5014,19.8
3/1/2025,26,MO,12.1341,19.9
3/8/2025,27,MO,12.1341,19.9
3/15/2025,28,MO,12.1341,19.9
3/22/2025,29,MO,12.1341,19.9
3/29/2025,30,MO,12.2358,20.7
4/5/2025,31,MO,12.3375,21.5
4/12/2025,32,MO,12.3375,21.5
4/19/2025,33,MO,12.3375,21.5
4/26/2025,34,MO,12.3375,21.5
5/3/2025,35,MO,12.3375,
5/10/2025,36,MO,12.3375,
5/17/2025,37,MO,12.3375,
5/24/2025,38,MO,12.3375,
5/31/2025,39,MO,12.3375,
6/7/2025,40,MO,12.3375,
6/14/2025,41,MO,12.3375,
6/21/2025,42,MO,12.3375,
6/28/2025,43,MO,12.3375,
10/4/2025,1,MO,2.2968,
10/11/2025,2,MO,2.2968,3.7
10/18/2025,3,MO,2.2968,6.4
10/25/2025,4,MO,3.5225,8.2
11/1/2025,5,MO,4.7483,10.0
11/8/2025,6,MO,4.7483,10.8
11/15/2025,7,MO,4.7483,12.1
11/22/2025,8,MO,4.7483,12.1
11/29/2025,9,MO,5.337,12.4
12/6/2025,10,MO,5.337,12.7
12/13/2025,11,MO,5.337,12.7
12/20/2025,12,MO,5.337,12.7
12/27/2025,13,MO,5.7545,13.2
9/30/2023,1,MS,0,2.2
10/7/2023,2,MS,1.7333,3.0
10/14/2023,3,MS,1.7333,3.6
10/21/2023,4,MS,2.7822,3.6
10/28/2023,5,MS,2.7822,4.2
11/4/2023,6,MS,3.1966,4.9
11/11/2023,7,MS,3.1966,4.9
11/18/2023,8,MS,3.1966,4.9
11/25/2023,9,MS,3.1966,6.5
12/2/2023,10,MS,5.2151,7.6
12/9/2023,11,MS,5.2151,7.6
12/16/2023,12,MS,5.2151,7.6
12/23/2023,13,MS,5.2151,8.6
12/30/2023,14,MS,5.2151,8.9
1/6/2024,15,MS,5.6564,8.9
1/13/2024,16,MS,5.6564,8.9
1/20/2024,17,MS,5.6564,8.9
1/27/2024,18,MS,5.6564,9.4
2/3/2024,19,MS,6.2448,9.9
2/10/2024,20,MS,6.2448,9.9
2/17/2024,21,MS,6.2448,9.9
2/24/2024,22,MS,6.2448,10.2
3/2/2024,23,MS,6.3148,10.5
3/9/2024,24,MS,6.3148,10.5
3/16/2024,25,MS,6.3148,10.5
3/23/2024,26,MS,6.3148,10.5
3/30/2024,27,MS,6.3148,10.6
4/6/2024,28,MS,6.5111,10.6
4/13/2024,29,MS,6.5111,10.6
4/20/2024,30,MS,6.5111,10.8
4/27/2024,31,MS,6.5111,10.9
5/4/2024,32,MS,7.1921,11.0
5/11/2024,33,MS,7.1921,11.0
5/18/2024,34,MS,7.1921,11.0
5/25/2024,35,MS,7.1921,11.2
6/1/2024,36,MS,7.1921,11.3
6/8/2024,37,MS,7.1921,11.3
6/15/2024,38,MS,7.1921,11.3
6/22/2024,39,MS,7.1921,11.3
6/30/2024,40,MS,7.1921,11.4
7/6/2024,41,MS,,11.4
7/13/2024,42,MS,,11.4
7/20/2024,43,MS,,11.4
7/27/2024,44,MS,,11.4
8/3/2024,45,MS,,11.4
8/10/2024,46,MS,,11.4
8/17/2024,47,MS,,11.4
9/7/2024,1,MS,,1.5
9/14/2024,2,MS,,2.0
9/21/2024,3,MS,,3.4
9/28/2024,4,MS,,4.1
10/5/2024,5,MS,2.2301,4.1
10/12/2024,6,MS,2.2301,4.1
10/19/2024,7,MS,2.2301,5.4
10/26/2024,8,MS,2.8106,6.8
11/2/2024,9,MS,3.391,8.1
11/9/2024,10,MS,3.391,8.1
11/16/2024,11,MS,3.391,9.5
11/23/2024,12,MS,3.391,10.3
11/30/2024,13,MS,3.7714,10.3
12/7/2024,14,MS,4.1519,10.3
12/14/2024,15,MS,4.1519,10.3
12/21/2024,16,MS,4.1519,10.3
12/28/2024,17,MS,4.2349,10.8
1/4/2025,18,MS,4.3179,11.3
1/11/2025,19,MS,4.3179,11.3
1/18/2025,20,MS,4.3179,11.3
1/25/2025,21,MS,4.4625,11.6
2/1/2025,22,MS,4.6072,11.9
2/8/2025,23,MS,4.6072,11.9
2/15/2025,24,MS,4.6072,12.3
2/22/2025,25,MS,4.646,12.5
3/1/2025,26,MS,4.6848,12.6
3/8/2025,27,MS,4.6848,12.6
3/15/2025,28,MS,4.6848,12.6
3/22/2025,29,MS,4.6848,12.6
3/29/2025,30,MS,4.8403,13.0
4/5/2025,31,MS,4.9957,13.3
4/12/2025,32,MS,4.9957,13.3
4/19/2025,33,MS,4.9957,13.3
4/26/2025,34,MS,5.062,13.3
5/3/2025,35,MS,5.1283,
5/10/2025,36,MS,5.1283,
5/17/2025,37,MS,5.1283,
5/24/2025,38,MS,5.1283,
5/31/2025,39,MS,5.1283,
6/7/2025,40,MS,5.1283,
6/14/2025,41,MS,5.1283,
6/21/2025,42,MS,5.1283,
6/28/2025,43,MS,5.1283,
10/4/2025,1,MS,0.8882,
10/11/2025,2,MS,0.8882,4.7
10/18/2025,3,MS,0.8882,4.7
10/25/2025,4,MS,1.2037,4.7
11/1/2025,5,MS,1.5192,4.7
11/8/2025,6,MS,1.5192,4.7
11/15/2025,7,MS,1.5192,4.7
11/22/2025,8,MS,1.5192,6.5
11/29/2025,9,MS,1.6237,6.5
12/6/2025,10,MS,1.7282,6.5
12/13/2025,11,MS,1.7282,6.5
12/20/2025,12,MS,1.8986,6.5
12/27/2025,13,MS,1.8986,6.9
9/30/2023,1,MT,0,5.0
10/7/2023,2,MT,2.0885,6.6
10/14/2023,3,MT,2.56,10.1
10/21/2023,4,MT,2.56,13.7
10/28/2023,5,MT,2.56,13.7
11/4/2023,6,MT,5.5582,13.7
11/11/2023,7,MT,5.5582,14.9
11/18/2023,8,MT,5.5582,16.8
11/25/2023,9,MT,5.5582,17.1
12/2/2023,10,MT,8.2576,17.3
12/9/2023,11,MT,9.1826,17.5
12/16/2023,12,MT,9.1826,17.5
12/23/2023,13,MT,9.1826,19.7
12/30/2023,14,MT,9.1826,19.7
1/6/2024,15,MT,9.1826,19.7
1/13/2024,16,MT,9.1826,20.4
1/20/2024,17,MT,9.1826,20.4
1/27/2024,18,MT,9.1826,20.8
2/3/2024,19,MT,9.8319,20.8
2/10/2024,20,MT,10.2,20.8
2/17/2024,21,MT,10.2,20.9
2/24/2024,22,MT,10.2,21.1
3/2/2024,23,MT,10.369,21.4
3/9/2024,24,MT,10.369,21.4
3/16/2024,25,MT,10.369,21.4
3/23/2024,26,MT,10.369,22.1
3/30/2024,27,MT,10.369,22.1
4/6/2024,28,MT,10.74,22.1
4/13/2024,29,MT,10.815,22.1
